timestamp,iso_timestamp,record_number,operation_mode,state,ax,ay,az,pitch,roll,gx,gy,gz,latitude,longitude,gps_altitude,gps_time,pressure,temperature,agl_altitude,velocity,pyro1_state,pyro2_state,battery_voltage,wifi_rssi,kalman_altitude,kalman_vertical_velocity,communication_mode,raw_data
1754554147.297876,2025-08-07T11:09:07.297876,1,0,0,-0.08,0,0.96,-4.31,0.09,-11.43,4.33,3.57,-1.2833,36.8167,3.34,9973,0,0,0,0,0,0,0,-87,0,0,BEACON,"{""record_number"": 1, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -87, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.31, ""roll"": 0.09}, ""gyro_data"": {""gx"": -11.43, ""gy"": 4.33, ""gz"": 3.57}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 3.34, ""time"": 9973}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 0, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -87}, ""communication_mode"": ""BEACON"", ""timestamp"": 935074, ""packets_received"": 268, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554147.42971,2025-08-07T11:09:07.429710,2,0,0,-0.08,0.01,0.96,-4.37,0.06,-11.1,5.03,3.6,-1.2833,36.8167,5.01,10073,101304.9,25,1.67,0,0,0,0,-85,0,0,BEACON,"{""record_number"": 2, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -85, ""acc_data"": {""ax"": -0.08, ""ay"": 0.01, ""az"": 0.96, ""pitch"": -4.37, ""roll"": 0.06}, ""gyro_data"": {""gx"": -11.1, ""gy"": 5.03, ""gz"": 3.6}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 5.01, ""time"": 10073}, ""alt_data"": {""pressure"": 101304.9, ""temperature"": 25, ""AGL"": 1.67, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -85}, ""communication_mode"": ""BEACON"", ""timestamp"": 935188, ""packets_received"": 269, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554147.555048,2025-08-07T11:09:07.555048,3,0,0,-0.08,0,0.97,-4.48,-0.2,-10.67,5.37,3.69,-1.2833,36.8167,6.68,10172,101284.9,25,3.34,0,0,0,0,-87,0,0,BEACON,"{""record_number"": 3, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -87, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.97, ""pitch"": -4.48, ""roll"": -0.2}, ""gyro_data"": {""gx"": -10.67, ""gy"": 5.37, ""gz"": 3.69}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 6.68, ""time"": 10172}, ""alt_data"": {""pressure"": 101284.9, ""temperature"": 25, ""AGL"": 3.34, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -87}, ""communication_mode"": ""BEACON"", ""timestamp"": 935333, ""packets_received"": 270, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554147.682872,2025-08-07T11:09:07.682872,4,0,0,-0.08,0.01,0.96,-4.68,0.09,-11.34,4.48,3.9,-1.2833,36.8167,10.02,10372,101264.8,25,5.01,0,0,0,0,-86,0,0,BEACON,"{""record_number"": 4, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -86, ""acc_data"": {""ax"": -0.08, ""ay"": 0.01, ""az"": 0.96, ""pitch"": -4.68, ""roll"": 0.09}, ""gyro_data"": {""gx"": -11.34, ""gy"": 4.48, ""gz"": 3.9}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 10.02, ""time"": 10372}, ""alt_data"": {""pressure"": 101264.8, ""temperature"": 25, ""AGL"": 5.01, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -86}, ""communication_mode"": ""BEACON"", ""timestamp"": 935461, ""packets_received"": 271, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554147.815316,2025-08-07T11:09:07.815316,5,0,0,-0.07,0,0.96,-4.45,-0.15,-11.43,4.94,3.78,-1.2833,36.8167,11.69,10473,101244.8,25,6.68,0,0,0,0,-86,0,0,BEACON,"{""record_number"": 5, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -86, ""acc_data"": {""ax"": -0.07, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.45, ""roll"": -0.15}, ""gyro_data"": {""gx"": -11.43, ""gy"": 4.94, ""gz"": 3.78}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 11.69, ""time"": 10473}, ""alt_data"": {""pressure"": 101244.8, ""temperature"": 25, ""AGL"": 6.68, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -86}, ""communication_mode"": ""BEACON"", ""timestamp"": 935593, ""packets_received"": 272, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554148.062917,2025-08-07T11:09:08.062917,6,0,0,-0.08,0,0.96,-4.57,-0.06,-11.04,4.54,3.17,-1.2833,36.8167,13.36,10573,101204.7,25,10.02,0,0,0,0,-87,0,0,BEACON,"{""record_number"": 6, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -87, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.57, ""roll"": -0.06}, ""gyro_data"": {""gx"": -11.04, ""gy"": 4.54, ""gz"": 3.17}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 13.36, ""time"": 10573}, ""alt_data"": {""pressure"": 101204.7, ""temperature"": 25, ""AGL"": 10.02, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -87}, ""communication_mode"": ""BEACON"", ""timestamp"": 935715, ""packets_received"": 273, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554148.201492,2025-08-07T11:09:08.201492,7,0,0,-0.08,0,0.96,-4.57,0,-11.1,5.18,3.54,-1.2833,36.8167,15.03,10672,101184.7,25,11.69,0,0,0,0,-86,0,0,BEACON,"{""record_number"": 7, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -86, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.57, ""roll"": 0}, ""gyro_data"": {""gx"": -11.1, ""gy"": 5.18, ""gz"": 3.54}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 15.03, ""time"": 10672}, ""alt_data"": {""pressure"": 101184.7, ""temperature"": 25, ""AGL"": 11.69, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -86}, ""communication_mode"": ""BEACON"", ""timestamp"": 935840, ""packets_received"": 274, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0}"
1754554148.588451,2025-08-07T11:09:08.588451,8,0,0,-0.08,0,0.96,-4.37,-0.06,-11.37,4.51,2.99,-1.2833,36.8167,16.7,10773,101164.6,25,13.36,0,0,0,0,-87,0,0.01,BEACON,"{""record_number"": 8, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -87, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.37, ""roll"": -0.06}, ""gyro_data"": {""gx"": -11.37, ""gy"": 4.51, ""gz"": 2.99}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 16.7, ""time"": 10773}, ""alt_data"": {""pressure"": 101164.6, ""temperature"": 25, ""AGL"": 13.36, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0.01}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -87}, ""communication_mode"": ""BEACON"", ""timestamp"": 935952, ""packets_received"": 275, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0.01}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0.01}"
1754554149.288098,2025-08-07T11:09:09.288098,9,0,0,-0.08,0,0.96,-4.34,0.12,-11.28,4.76,4.39,-1.2833,36.8167,20.04,10973,101144.6,25,15.03,0,0,0,0,-86,0,0.01,BEACON,"{""record_number"": 9, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -86, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.34, ""roll"": 0.12}, ""gyro_data"": {""gx"": -11.28, ""gy"": 4.76, ""gz"": 4.39}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 20.04, ""time"": 10973}, ""alt_data"": {""pressure"": 101144.6, ""temperature"": 25, ""AGL"": 15.03, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0.01}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -86}, ""communication_mode"": ""BEACON"", ""timestamp"": 936072, ""packets_received"": 276, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0.01}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0.01}"
1754554149.666448,2025-08-07T11:09:09.666448,10,0,0,-0.08,0,0.96,-4.34,-0.03,-11.16,5.12,3.93,-1.2833,36.8167,21.71,11072,101124.6,25,16.7,0,0,0,0,-86,0,0.01,BEACON,"{""record_number"": 10, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -86, ""acc_data"": {""ax"": -0.08, ""ay"": 0, ""az"": 0.96, ""pitch"": -4.34, ""roll"": -0.03}, ""gyro_data"": {""gx"": -11.16, ""gy"": 5.12, ""gz"": 3.93}, ""gps_data"": {""latitude"": -1.2833, ""longitude"": 36.8167, ""gps_altitude"": 21.71, ""time"": 11072}, ""alt_data"": {""pressure"": 101124.6, ""temperature"": 25, ""AGL"": 16.7, ""velocity"": 0, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0.01}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -86}, ""communication_mode"": ""BEACON"", ""timestamp"": 936192, ""packets_received"": 277, ""kalman_data"": {""altitude"": 0, ""vertical_velocity"": 0.01}, ""kalman_altitude"": 0, ""kalman_vertical_velocity"": 0.01}"
